KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K08305,mltB | membrane-bound lytic murein transglycosylase B
K08306,mltC | membrane-bound lytic murein transglycosylase C
K08307,"mltD, dniR | membrane-bound lytic murein transglycosylase D"
K08308,"mltE, emtA | membrane-bound lytic murein transglycosylase E"
K08309,slt | soluble lytic murein transglycosylase
K08310,"nudB, ntpA | dihydroneopterin triphosphate diphosphatase"
K08311,nudH | putative (di)nucleoside polyphosphate hydrolase
K08312,nudE | ADP-ribose diphosphatase
K08313,"fsaA, mipB | fructose-6-phosphate aldolase 1"
K08314,"fsaB, talC | fructose-6-phosphate aldolase 2"
K08315,hycI | hydrogenase 3 maturation protease
K08316,rsmD | 16S rRNA (guanine966-N2)-methyltransferase
K08317,ybdH | uncharacterized oxidoreductase
K08318,yihU | 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]
K08319,ltnD | L-threonate 2-dehydrogenase
K08320,nudG | (d)CTP diphosphatase
K08321,"lsrF | 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase"
K08322,rspB | L-gulonate 5-dehydrogenase
K08323,"rspA, manD | mannonate dehydratase"
K08324,sad | succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]
K08325,yqhD | NADP-dependent alcohol dehydrogenase
K08326,ypdF | aminopeptidase
K08331,ATG13 | autophagy-related protein 13
K08332,VAC8 | vacuolar protein 8
K08348,"fdnG | formate dehydrogenase-N, alpha subunit"
K08349,"fdnH | formate dehydrogenase-N, beta subunit"
K08350,"fdnI | formate dehydrogenase-N, gamma subunit"
K08351,bisC | biotin/methionine sulfoxide reductase
K08352,"phsA, psrA | thiosulfate reductase / polysulfide reductase chain A"
K08353,phsB | thiosulfate reductase electron transport protein
K08354,phsC | thiosulfate reductase cytochrome b subunit
K08357,ttrA | tetrathionate reductase subunit A
K08358,ttrB | tetrathionate reductase subunit B
K08363,merT | mercuric ion transport protein
K08364,merP | periplasmic mercuric ion binding protein
K08365,"merR | MerR family transcriptional regulator, mercuric resistance operon regulatory protein"
K08368,"yaaU | MFS transporter, putative metabolite transport protein"
K08369,"ydjE | MFS transporter, putative metabolite:H+ symporter"
K08372,pepD | putative serine protease PepD
K08384,spoVD | stage V sporulation protein D (sporulation-specific penicillin-binding protein)
K08394,MRGPRF | Mas-related G protein-coupled receptor member F
K08423,GPR101 | G protein-coupled receptor 101
K08436,GPR152 | G protein-coupled receptor 152
K08441,GPR171 | G protein-coupled receptor 171
K08467,GPR157 | G protein-coupled receptor 157
K08482,kaiC | circadian clock protein KaiC
K08483,"PTS-EI.PTSI, ptsI | phosphotransferase system, enzyme I, PtsI"
K08484,"PTS-EI.PTSP, ptsP | phosphotransferase system, enzyme I, PtsP"
K08485,"PTS-HPR.PTSO, ptsO, npr | phosphocarrier protein NPr"
K08493,VTI1 | vesicle transport through interaction with t-SNAREs 1
K08495,"GOSR1, GOS1 | golgi SNAP receptor complex member 1"
K08516,YKT6 | synaptobrevin homolog YKT6
K08518,"STXBP5, SRO7_77 | syntaxin-binding protein 5"
K08566,pla | plasminogen activator
K08586,tpr | thiol protease
K08587,cloSI | clostripain
K08589,rgpA_B | gingipain R
K08591,plsY | glycerol-3-phosphate acyltransferase PlsY
K08600,srtB | sortase B
K08601,"CYLD, USLP2 | ubiquitin thioesterase"
K08602,"pepF, pepB | oligoendopeptidase F"
K08632,ADAMTS18 | a disintegrin and metalloproteinase with thrombospondin motifs 18
K08640,E3.4.17.14 | zinc D-Ala-D-Ala carboxypeptidase
K08641,vanX | zinc D-Ala-D-Ala dipeptidase
K08651,E3.4.21.66 | thermitase
K08659,"pepDA, pepDB | dipeptidase"
K08675,"PRSS15, PIM1 | ATP-dependent Lon protease"
K08676,tri | tricorn protease
K08678,"UXS1, uxs | UDP-glucuronate decarboxylase"
K08679,E5.1.3.6 | UDP-glucuronate 4-epimerase
K08680,"menH | 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
K08681,"pdxT, pdx2 | 5'-phosphate synthase pdxT subunit"
K08682,acpH | acyl carrier protein phosphodiesterase
K08688,E3.5.3.3 | creatinase
K08691,mcl | malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
K08693,"yfkN | 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"
K08711,"ABCG2.PDR, CDR1 | ATP-binding cassette, subfamily G (WHITE), member 2, PDR"
K08712,"ABCG2.SNQ2 | ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2"
K08714,VGSC | voltage-gated sodium channel
K08717,utp | urea transporter
K08722,yfbR | 5'-deoxynucleotidase
K08723,yjjG | 5'-nucleotidase
K08724,pbpB | penicillin-binding protein 2B
K08728,E2.4.2.6 | nucleoside deoxyribosyltransferase
K08735,MSH2 | DNA mismatch repair protein MSH2
K08737,MSH6 | DNA mismatch repair protein MSH6
K08738,CYC | cytochrome c
K08740,MSH4 | DNA mismatch repair protein MSH4
K08741,MSH5 | DNA mismatch repair protein MSH5
K08744,CRLS | cardiolipin synthase (CMP-forming)
K08770,UBC | ubiquitin C
K08783,ECM14 | extracellular matrix protein 14
K08791,"LATS1_2, Wts | serine/threonine-protein kinase LATS1/2"
K08794,CAMK1 | calcium/calmodulin-dependent protein kinase I
K08826,HIPK | homeodomain interacting protein kinase
K08850,"AURKX | aurora kinase, other"
K08851,"TP53RK, PRPK, BUD32 | TP53 regulating kinase and related kinases"
K08853,AAK | AP2-associated kinase
K08866,"TTK, MPS1 | serine/threonine-protein kinase TTK/MPS1"
K08868,ALPK | alpha-kinase
K08869,"ADCK, ABC1 | aarF domain-containing kinase"
K08874,TRRAP | transformation/transcription domain-associated protein
K08876,SCYL1 | SCY1-like protein 1
K08884,"K08884 | serine/threonine protein kinase, bacterial"
K08897,EPHA10 | Eph receptor A10
K08900,BCS1 | mitochondrial chaperone BCS1
K08955,YME1 | ATP-dependent metalloprotease
K08961,K08961 | chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]
K08963,mtnA | methylthioribose-1-phosphate isomerase
K08965,"mtnW | 2,3-diketo-5-methylthiopentyl-1-phosphate enolase"
K08967,"mtnD, mtnZ, ADI1 | 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"
K08968,msrC | L-methionine (R)-S-oxide reductase
K08969,"mtnE, mtnV | aminotransferase"
K08970,rcnA | nickel/cobalt exporter
K08971,K08971 | putative membrane protein
K08972,K08972 | putative membrane protein
K08973,K08973 | putative membrane protein
K08974,K08974 | putative membrane protein
K08975,K08975 | putative membrane protein
K08976,K08976 | putative membrane protein
K08978,TC.BAT1 | bacterial/archaeal transporter family protein
K08979,K08979 | putative membrane protein
K08981,K08981 | putative membrane protein
K08982,K08982 | putative membrane protein
K08983,K08983 | putative membrane protein
K08984,yjdF | putative membrane protein
K08986,ycgQ | putative membrane protein
K08987,K08987 | putative membrane protein
K08988,K08988 | putative membrane protein
K08989,K08989 | putative membrane protein
K08990,ycjF | putative membrane protein
K08992,lapA | lipopolysaccharide assembly protein A
K08994,"yneE, BEST | ion channel-forming bestrophin family protein"
K08996,yagU | putative membrane protein
K08997,ydiU | uncharacterized protein
K08998,K08998 | uncharacterized protein
K08999,K08999 | uncharacterized protein
K09000,cmr4 | CRISPR-associated protein Cmr4
K09001,anmK | anhydro-N-acetylmuramic acid kinase
K09002,csm3 | CRISPR-associated protein Csm3
K09003,K09003 | uncharacterized protein
K09004,K09004 | uncharacterized protein
K09005,K09005 | uncharacterized protein
K09007,folE2 | GTP cyclohydrolase IB
K09009,K09009 | uncharacterized protein
K09011,cimA | (R)-citramalate synthase
K09013,sufC | Fe-S cluster assembly ATP-binding protein
K09014,sufB | Fe-S cluster assembly protein SufB
K09015,sufD | Fe-S cluster assembly protein SufD
K09016,rutG | putative pyrimidine permease RutG
K09017,rutR | TetR/AcrR family transcriptional regulator
K09018,rutA | pyrimidine oxygenase
K09019,rutE | 3-hydroxypropanoate dehydrogenase
K09020,rutB | ureidoacrylate peracid hydrolase
K09021,rutC | aminoacrylate peracid reductase
K09022,"ridA, tdcF, RIDA | 2-iminobutanoate/2-iminopropanoate deaminase"
K09023,rutD | aminoacrylate hydrolase
K09024,rutF | flavin reductase
K09040,NFE2L1_3 | nuclear factor erythroid 2-related factor 1/3
K09058,TEF | thyrotrophic embryonic factor
K09065,argF | N-acetylornithine carbamoyltransferase
K09067,ASCL | achaete-scute complex protein
K09074,TYE7 | fungal twist-like factor
K09082,NEUROG2 | neurogenin 2
K09104,"K09104 | bHLH factor, other"
K09116,K09116 | uncharacterized protein
K09117,K09117 | uncharacterized protein
K09118,K09118 | uncharacterized protein
K09119,cgi121 | KEOPS complex subunit Cgi121
K09121,K09121 | uncharacterized protein
K09123,K09123 | uncharacterized protein
K09124,K09124 | uncharacterized protein
K09125,K09125 | uncharacterized protein
K09126,K09126 | uncharacterized protein
K09127,cmr3 | CRISPR-associated protein Cmr3
K09128,K09128 | uncharacterized protein
K09129,K09129 | uncharacterized protein
K09131,K09131 | uncharacterized protein
K09133,K09133 | uncharacterized protein
K09136,ycaO | ribosomal protein S12 methylthiotransferase accessory factor
K09137,K09137 | uncharacterized protein
K09138,K09138 | uncharacterized protein
K09139,K09139 | uncharacterized protein
K09140,TSR3 | pre-rRNA-processing protein TSR3
K09141,K09141 | uncharacterized protein
K09142,K09142 | uncharacterized protein
K09143,K09143 | uncharacterized protein
K09145,K09145 | uncharacterized protein
K09146,K09146 | uncharacterized protein
K09153,K09153 | uncharacterized protein
K09154,K09154 | uncharacterized protein
K09155,K09155 | uncharacterized protein
K09157,K09157 | uncharacterized protein
K09158,K09158 | uncharacterized protein
K09159,cptB | antitoxin CptB
K09160,K09160 | uncharacterized protein
K09161,K09161 | uncharacterized protein
K09163,K09163 | uncharacterized protein
K09164,K09164 | uncharacterized protein
K09165,K09165 | uncharacterized protein
K09167,K09167 | uncharacterized protein
K09175,"RFXX | regulatory factor X, other"
K09181,yfiQ | acetyltransferase
K09184,"GATAF | GATA-binding protein, other eukaryote"
K09190,K09190 | uncharacterized protein
K09228,KRAB | KRAB domain-containing zinc finger protein
K09229,ZKSCAN | KRAB and SCAN domains-containing zinc finger protein
K09230,SCAN | SCAN domain-containing zinc finger protein
K09243,UME6 | transcriptional regulatory protein UME6
K09246,"ARG81, ARGR2 | arginine metabolism regulation protein II"
K09251,patA | putrescine aminotransferase
K09269,SOX5_6_13 | transcription factor SOX5/6/13 (SOX group D)
K09272,SSRP1 | structure-specific recognition protein 1
K09313,CUTL | homeobox protein cut-like
K09368,"POU6F | POU domain transcription factor, class 6"
K09378,ATBF1 | AT-binding transcription factor 1
K09384,K09384 | uncharacterized protein
K09389,E2F2 | transcription factor E2F2
K09397,FOXD | forkhead box protein D
K09423,BAS1 | Myb-like DNA-binding protein BAS1
K09445,IRF4 | interferon regulatory factor 4
K09456,aidB | putative acyl-CoA dehydrogenase
K09457,queF | 7-cyano-7-deazaguanine reductase
K09458,fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
K09459,E4.1.1.82 | phosphonopyruvate decarboxylase
K09464,GCN4 | general control protein GCN4
K09467,MIG | zinc-finger protein CreA/MIG
K09469,aepZ | 2-aminoethylphosphonate-pyruvate transaminase
K09470,puuA | gamma-glutamylputrescine synthase
K09471,"puuB, ordL | gamma-glutamylputrescine oxidase"
K09472,"puuC, aldH | 4-(gamma-glutamylamino)butanal dehydrogenase"
K09473,puuD | gamma-glutamyl-gamma-aminobutyrate hydrolase
K09474,phoN | acid phosphatase (class A)
K09475,ompC | outer membrane pore protein C
K09476,ompF | outer membrane pore protein F
K09477,citT | citrate:succinate antiporter
K09482,gatD | glutamyl-tRNA(Gln) amidotransferase subunit D
K09485,HSP110 | heat shock protein 110kDa
K09486,HYOU1 | hypoxia up-regulated 1
K09490,"HSPA5, BIP | heat shock 70kDa protein 5"
K09493,"CCT1, TCP1 | T-complex protein 1 subunit alpha"
K09499,CCT7 | T-complex protein 1 subunit eta
K09500,CCT8 | T-complex protein 1 subunit theta
K09503,DNAJA2 | DnaJ homolog subfamily A member 2
K09510,DNAJB4 | DnaJ homolog subfamily B member 4
K09522,DNAJC2 | DnaJ homolog subfamily C member 2
K09530,DNAJC10 | DnaJ homolog subfamily C member 10
K09540,"SEC63, DNAJC23 | translocation protein SEC63"
K09553,STIP1 | stress-induced-phosphoprotein 1
K09578,PIN1 | peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
K09580,"PDIA1, P4HB | protein disulfide-isomerase A1"
K09584,"PDIA6, TXNDC7 | protein disulfide-isomerase A6"
K09607,ina | immune inhibitor A
K09611,NPEPL1 | probable aminopeptidase NPEPL1
K09612,iap | alkaline phosphatase isozyme conversion protein
K09650,"PARL, PSARL, PCP1 | rhomboid-like protein"
K09654,"B3GALNT2 | beta-1,3-N-acetylgalactosaminyltransferase 2"
K09669,"FUT10 | alpha-1,3-fucosyltransferase 10"
K09680,coaW | type II pantothenate kinase
K09681,"gltC | LysR family transcriptional regulator, transcription activator of glutamate synthase operon"
K09683,hutP | hut operon positive regulatory protein
K09684,pucR | purine catabolism regulatory protein
K09685,purR | purine operon repressor
K09688,ABC-2.CPSE.P | capsular polysaccharide transport system permease protein
K09689,ABC-2.CPSE.A | capsular polysaccharide transport system ATP-binding protein
K09690,ABC-2.LPSE.P | lipopolysaccharide transport system permease protein
K09691,ABC-2.LPSE.A | lipopolysaccharide transport system ATP-binding protein
K09692,tagG | teichoic acid transport system permease protein
K09693,tagH | teichoic acid transport system ATP-binding protein
K09694,nodJ | lipooligosaccharide transport system permease protein
K09695,nodI | lipooligosaccharide transport system ATP-binding protein
K09696,natB | sodium transport system permease protein
K09697,natA | sodium transport system ATP-binding protein
K09698,gltX | nondiscriminating glutamyl-tRNA synthetase
K09699,"DBT, bkdB | 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)"
K09700,K09700 | uncharacterized protein
K09702,K09702 | uncharacterized protein
K09703,K09703 | uncharacterized protein
K09704,K09704 | uncharacterized protein
K09705,K09705 | uncharacterized protein
K09706,K09706 | uncharacterized protein
K09707,K09707 | uncharacterized protein
K09709,meh | 3-methylfumaryl-CoA hydratase
K09710,ybeB | ribosome-associated protein
K09712,K09712 | uncharacterized protein
K09713,K09713 | uncharacterized protein
K09716,"dtdA, GEK1 | D-aminoacyl-tRNA deacylase"
K09717,K09717 | uncharacterized protein
K09720,"nrpRI | HTH-type transcriptional regulator, global nitrogen regulator NrpRI"
K09721,K09721 | uncharacterized protein
K09722,"K09722, pps | 4-phosphopantoate---beta-alanine ligase"
K09723,ginS | DNA replication factor GINS
K09724,K09724 | uncharacterized protein
K09725,K09725 | uncharacterized protein
K09726,K09726 | uncharacterized protein
K09727,K09727 | uncharacterized protein
K09728,K09728 | uncharacterized protein
K09729,K09729 | uncharacterized protein
K09730,K09730 | uncharacterized protein
K09733,mfnB | (5-formylfuran-3-yl)methyl phosphate synthase
K09735,K09735 | uncharacterized protein
K09736,K09736 | uncharacterized protein
K09738,K09738 | uncharacterized protein
K09739,mptD | dihydroneopterin aldolase
K09740,K09740 | uncharacterized protein
K09741,pcc1 | KEOPS complex subunit Pcc1
K09746,K09746 | uncharacterized protein
K09747,K09747 | uncharacterized protein
K09748,rimP | ribosome maturation factor RimP
K09749,K09749 | uncharacterized protein
K09758,asdA | aspartate 4-decarboxylase
K09759,aspC | nondiscriminating aspartyl-tRNA synthetase
K09760,rmuC | DNA recombination protein RmuC
K09761,rsmE | 16S rRNA (uracil1498-N3)-methyltransferase
K09762,K09762 | uncharacterized protein
K09763,K09763 | uncharacterized protein
K09764,K09764 | uncharacterized protein
K09765,queH | epoxyqueuosine reductase
K09766,K09766 | uncharacterized protein
K09767,yajQ | cyclic-di-GMP-binding protein
K09768,K09768 | uncharacterized protein
K09769,K09769 | uncharacterized protein
K09770,K09770 | uncharacterized protein
K09771,TC.SMR3 | small multidrug resistance family-3 protein
K09772,sepF | cell division inhibitor SepF
K09773,"ppsR | [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]"
K09774,lptA | lipopolysaccharide export system protein LptA
K09775,K09775 | uncharacterized protein
K09776,K09776 | uncharacterized protein
K09777,K09777 | uncharacterized protein
K09778,K09778 | uncharacterized protein
K09779,K09779 | uncharacterized protein
K09780,K09780 | uncharacterized protein
K09781,K09781 | uncharacterized protein
K09786,K09786 | uncharacterized protein
K09787,K09787 | uncharacterized protein
K09788,prpF | 2-methylaconitate isomerase
K09789,bioG | pimeloyl-[acyl-carrier protein] methyl ester esterase
K09790,K09790 | uncharacterized protein
K09791,K09791 | uncharacterized protein
K09792,K09792 | uncharacterized protein
K09793,K09793 | uncharacterized protein
K09794,K09794 | uncharacterized protein
K09795,K09795 | uncharacterized protein
K09796,pccA | periplasmic copper chaperone A
K09797,K09797 | uncharacterized protein
K09798,K09798 | uncharacterized protein
K09799,K09799 | uncharacterized protein
K09800,tamB | translocation and assembly module TamB
K09801,K09801 | uncharacterized protein
K09802,K09802 | uncharacterized protein
K09803,K09803 | uncharacterized protein
K09804,K09804 | uncharacterized protein
K09805,K09805 | uncharacterized protein
K09806,K09806 | uncharacterized protein
K09807,K09807 | uncharacterized protein
K09808,lolC_E | lipoprotein-releasing system permease protein
K09809,tagF | CDP-glycerol glycerophosphotransferase
K09810,lolD | lipoprotein-releasing system ATP-binding protein
K09811,ftsX | cell division transport system permease protein
K09812,ftsE | cell division transport system ATP-binding protein
K09813,hrtB | hemin transport system permease protein
K09814,hrtA | hemin transport system ATP-binding protein
K09815,znuA | zinc transport system substrate-binding protein
K09816,znuB | zinc transport system permease protein
K09817,znuC | zinc transport system ATP-binding protein
K09819,ABC.MN.P | manganese/iron transport system permease protein
K09820,ABC.MN.A | manganese/iron transport system ATP-binding protein
K09821,AGT | angiotensinogen
K09822,K09822 | uncharacterized protein
K09823,"zur | Fur family transcriptional regulator, zinc uptake regulator"
K09824,virK | uncharacterized protein
K09825,"perR | Fur family transcriptional regulator, peroxide stress response regulator"
K09826,"irr | Fur family transcriptional regulator, iron response regulator"
K09829,ERG2 | C-8 sterol isomerase
K09831,"ERG5, CYP61A | sterol 22-desaturase"
K09835,"crtISO, crtH | prolycopene isomerase"
K09857,K09857 | uncharacterized protein
K09858,K09858 | SEC-C motif domain protein
K09859,K09859 | uncharacterized protein
K09860,K09860 | uncharacterized protein
K09861,K09861 | uncharacterized protein
K09862,K09862 | uncharacterized protein
K09879,crtU | isorenieratene synthase
K09880,"mtnC, ENOPH1 | enolase-phosphatase E1"
K09882,cobS | cobaltochelatase CobS
K09888,zapA | cell division protein ZapA
K09889,yjgA | ribosome-associated protein
K09890,arfA | alternative ribosome-rescue factor
K09891,K09891 | uncharacterized protein
K09892,zapB | cell division protein ZapB
K09893,rraB | regulator of ribonuclease activity B
K09894,K09894 | uncharacterized protein
K09895,K09895 | uncharacterized protein
K09896,K09896 | uncharacterized protein
K09897,K09897 | uncharacterized protein
K09898,K09898 | uncharacterized protein
K09899,K09899 | uncharacterized protein
K09900,K09900 | uncharacterized protein
K09901,K09901 | uncharacterized protein
K09902,K09902 | uncharacterized protein
K09903,pyrH | uridylate kinase
K09904,K09904 | uncharacterized protein
K09906,epmC | elongation factor P hydroxylase
K09907,K09907 | uncharacterized protein
K09908,K09908 | uncharacterized protein
K09909,K09909 | uncharacterized protein
K09910,K09910 | uncharacterized protein
K09911,K09911 | uncharacterized protein
K09912,K09912 | uncharacterized protein
K09913,K09913 | uncharacterized protein
K09914,K09914 | putative lipoprotein
K09915,K09915 | uncharacterized protein
K09916,K09916 | uncharacterized protein
K09917,K09917 | uncharacterized protein
K09918,K09918 | uncharacterized protein
K09920,K09920 | uncharacterized protein
K09921,K09921 | uncharacterized protein
K09922,K09922 | uncharacterized protein
K09923,K09923 | uncharacterized protein
K09924,K09924 | uncharacterized protein
K09925,K09925 | uncharacterized protein
K09927,K09927 | uncharacterized protein
K09928,K09928 | uncharacterized protein
K09929,K09929 | uncharacterized protein
K09930,K09930 | uncharacterized protein
K09931,K09931 | uncharacterized protein
K09932,K09932 | uncharacterized protein
K09933,mtfA | MtfA peptidase
K09934,K09934 | uncharacterized protein
K09935,K09935 | uncharacterized protein
K09936,TC.BAT2 | bacterial/archaeal transporter family-2 protein
K09937,K09937 | uncharacterized protein
K09939,K09939 | uncharacterized protein
K09940,K09940 | uncharacterized protein
K09941,K09941 | uncharacterized protein
K09942,K09942 | uncharacterized protein
K09943,K09943 | uncharacterized protein
K09944,K09944 | uncharacterized protein
K09946,K09946 | uncharacterized protein
K09947,K09947 | uncharacterized protein
K09949,K09949 | uncharacterized protein
K09950,K09950 | uncharacterized protein
K09951,cas2 | CRISPR-associated protein Cas2
K09952,"csn1, cas9 | CRISPR-associated endonuclease Csn1"
K09954,K09954 | uncharacterized protein
K09955,K09955 | uncharacterized protein
K09956,K09956 | uncharacterized protein
K09957,K09957 | uncharacterized protein
K09959,K09959 | uncharacterized protein
K09960,K09960 | uncharacterized protein
K09961,K09961 | uncharacterized protein
K09962,K09962 | uncharacterized protein
K09963,K09963 | uncharacterized protein
K09964,K09964 | uncharacterized protein
K09966,K09966 | uncharacterized protein
K09967,K09967 | uncharacterized protein
K09968,K09968 | uncharacterized protein
K09969,"aapJ, bztA | general L-amino acid transport system substrate-binding protein"
K09970,"aapQ, bztB | general L-amino acid transport system permease protein"
K09971,"aapM, bztC | general L-amino acid transport system permease protein"
K09972,"aapP, bztD | general L-amino acid transport system ATP-binding protein"
K09973,K09973 | uncharacterized protein
K09974,K09974 | uncharacterized protein
K09975,K09975 | uncharacterized protein
K09976,K09976 | uncharacterized protein
K09978,K09978 | uncharacterized protein
K09979,K09979 | uncharacterized protein
K09980,K09980 | uncharacterized protein
K09981,K09981 | uncharacterized protein
K09982,K09982 | uncharacterized protein
K09985,K09985 | uncharacterized protein
K09986,K09986 | uncharacterized protein
K09987,K09987 | uncharacterized protein
K09988,K09988 | uncharacterized protein
K09989,K09989 | uncharacterized protein
K09992,K09992 | uncharacterized protein
K09994,phnO | aminoalkylphosphonate N-acetyltransferase
K09996,artJ | arginine transport system substrate-binding protein
K09997,artI | arginine transport system substrate-binding protein
K09998,artM | arginine transport system permease protein
K09999,artQ | arginine transport system permease protein
K10000,artP | arginine transport system ATP-binding protein
K10001,"gltI, aatJ | glutamate/aspartate transport system substrate-binding protein"
K10002,"gltK, aatM | glutamate/aspartate transport system permease protein"
K10003,"gltJ, aatQ | glutamate/aspartate transport system permease protein"
K10004,"gltL, aatP | glutamate/aspartate transport system ATP-binding protein"
K10005,gluB | glutamate transport system substrate-binding protein
K10006,gluC | glutamate transport system permease protein
K10007,gluD | glutamate transport system permease protein
K10008,gluA | glutamate transport system ATP-binding protein
K10009,ABC.CYST.P | cystine transport system permease protein
K10010,ABC.CYST.A | cystine transport system ATP-binding protein
K10011,"arnA, pmrI | UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305]"
K10012,"arnC, pmrF | undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"
K10013,"ABC.ARG.S, argT | lysine/arginine/ornithine transport system substrate-binding protein"
K10014,hisJ | histidine transport system substrate-binding protein
K10015,hisM | histidine transport system permease protein
K10016,hisQ | histidine transport system permease protein
K10017,hisP | histidine transport system ATP-binding protein
K10022,aotJ | arginine/ornithine transport system substrate-binding protein
K10023,aotM | arginine/ornithine transport system permease protein
K10024,aotQ | arginine/ornithine transport system permease protein
K10025,aotP | arginine/ornithine transport system ATP-binding protein
K10026,queE | 7-carboxy-7-deazaguanine synthase
K10027,crtI | phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K10036,glnH | glutamine transport system substrate-binding protein
K10037,glnP | glutamine transport system permease protein
K10038,glnQ | glutamine transport system ATP-binding protein
K10039,ABC.GLN1.S | putative glutamine transport system substrate-binding protein
K10040,ABC.GLN1.P | putative glutamine transport system permease protein
K10041,ABC.GLN1.A | putative glutamine transport system ATP-binding protein
K10107,ABC-2.CPSE.P1 | capsular polysaccharide transport system permease protein
K10108,malE | maltose/maltodextrin transport system substrate-binding protein
K10109,malF | maltose/maltodextrin transport system permease protein
K10110,malG | maltose/maltodextrin transport system permease protein
K10111,"malK, mtlK, thuK | multiple sugar transport system ATP-binding protein"
K10112,"msmX, msmK, malK, sugC, ggtA, msiK | multiple sugar transport system ATP-binding protein"
K10117,msmE | raffinose/stachyose/melibiose transport system substrate-binding protein
K10118,msmF | raffinose/stachyose/melibiose transport system permease protein
K10119,msmG | raffinose/stachyose/melibiose transport system permease protein
K10120,"K10120, msmE | fructooligosaccharide transport system substrate-binding protein"
K10121,"K10121, msmF | fructooligosaccharide transport system permease protein"
K10122,"K10122, msmG | fructooligosaccharide transport system permease protein"
K10124,bglH | carbohydrate-specific outer membrane porin
K10125,"dctB | two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB"
K10126,"dctD | two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD"
K10188,"lacE, araN | lactose/L-arabinose transport system substrate-binding protein"
K10189,"lacF, araP | lactose/L-arabinose transport system permease protein"
K10190,"lacG, araQ | lactose/L-arabinose transport system permease protein"
K10192,togB | oligogalacturonide transport system substrate-binding protein
K10193,togM | oligogalacturonide transport system permease protein
K10194,togN | oligogalacturonide transport system permease protein
K10195,togA | oligogalacturonide transport system ATP-binding protein
K10200,ABC.NGC.S | N-acetylglucosamine transport system substrate-binding protein
K10201,ABC.NGC.P | N-acetylglucosamine transport system permease protein
K10202,ABC.NGC.P1 | N-acetylglucosamine transport system permease protein
K10206,E2.6.1.83 | LL-diaminopimelate aminotransferase
K10208,"crtM | 4,4'-diapophytoene synthase"
K10209,"crtN | 4,4'-diapophytoene desaturase"
K10210,crtP | diapolycopene oxygenase
K10211,"crtQ | 4,4'-diaponeurosporenoate glycosyltransferase"
K10212,"K10212, crtO | glycosyl-4,4'-diaponeurosporenoate acyltransferase"
K10213,rihB | ribosylpyrimidine nucleosidase
K10215,ethA | monooxygenase
K10216,"dmpD, xylF | 2-hydroxymuconate-semialdehyde hydrolase"
K10217,"dmpC, xylG, praB | aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]"
K10218,"ligK, galC | 4-hydroxy-4-methyl-2-oxoglutarate aldolase"
K10219,ligC | 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase
K10220,ligJ | 4-oxalmesaconate hydratase
K10221,"ligI | 2-pyrone-4,6-dicarboxylate lactonase"
K10227,"smoE, mtlE | sorbitol/mannitol transport system substrate-binding protein"
K10228,"smoF, mtlF | sorbitol/mannitol transport system permease protein"
K10229,"smoG, mtlG | sorbitol/mannitol transport system permease protein"
K10231,kojP | kojibiose phosphorylase
K10232,"aglE, ggtB | alpha-glucoside transport system substrate-binding protein"
K10233,"aglF, ggtC | alpha-glucoside transport system permease protein"
K10234,"aglG, ggtD | alpha-glucoside transport system permease protein"
K10240,cebE | cellobiose transport system substrate-binding protein
K10241,cebF | cellobiose transport system permease protein
K10242,cebG | cellobiose transport system permease protein
K10245,ELO2 | fatty acid elongase 2
K10246,ELO3 | fatty acid elongase 3
K10251,"HSD17B12, KAR, IFA38 | 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]"
