KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K09998,artM | arginine transport system permease protein
K09999,artQ | arginine transport system permease protein
K10000,artP | arginine transport system ATP-binding protein
K10001,"gltI, aatJ | glutamate/aspartate transport system substrate-binding protein"
K10002,"gltK, aatM | glutamate/aspartate transport system permease protein"
K10003,"gltJ, aatQ | glutamate/aspartate transport system permease protein"
K10004,"gltL, aatP | glutamate/aspartate transport system ATP-binding protein"
K10005,gluB | glutamate transport system substrate-binding protein
K10006,gluC | glutamate transport system permease protein
K10007,gluD | glutamate transport system permease protein
K10008,gluA | glutamate transport system ATP-binding protein
K10009,ABC.CYST.P | cystine transport system permease protein
K10010,ABC.CYST.A | cystine transport system ATP-binding protein
K10012,"arnC, pmrF | undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"
K10013,"ABC.ARG.S, argT | lysine/arginine/ornithine transport system substrate-binding protein"
K10014,hisJ | histidine transport system substrate-binding protein
K10015,hisM | histidine transport system permease protein
K10016,hisQ | histidine transport system permease protein
K10017,hisP | histidine transport system ATP-binding protein
K10018,"occT, nocT | octopine/nopaline transport system substrate-binding protein"
K10019,"occM, nocM | octopine/nopaline transport system permease protein"
K10022,aotJ | arginine/ornithine transport system substrate-binding protein
K10023,aotM | arginine/ornithine transport system permease protein
K10024,aotQ | arginine/ornithine transport system permease protein
K10025,aotP | arginine/ornithine transport system ATP-binding protein
K10026,queE | 7-carboxy-7-deazaguanine synthase
K10027,crtI | phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K10036,glnH | glutamine transport system substrate-binding protein
K10037,glnP | glutamine transport system permease protein
K10038,glnQ | glutamine transport system ATP-binding protein
K10039,ABC.GLN1.S | putative glutamine transport system substrate-binding protein
K10040,ABC.GLN1.P | putative glutamine transport system permease protein
K10041,ABC.GLN1.A | putative glutamine transport system ATP-binding protein
K10062,COLEC12 | collectin sub-family member 12
K10084,"EDEM1 | ER degradation enhancer, mannosidase alpha-like 1"
K10086,"EDEM3 | ER degradation enhancer, mannosidase alpha-like 3"
K10088,OS9 | protein OS-9
K10094,cbiK | nickel transport protein
K10107,ABC-2.CPSE.P1 | capsular polysaccharide transport system permease protein
K10108,malE | maltose/maltodextrin transport system substrate-binding protein
K10109,malF | maltose/maltodextrin transport system permease protein
K10110,malG | maltose/maltodextrin transport system permease protein
K10111,"malK, mtlK, thuK | multiple sugar transport system ATP-binding protein"
K10112,"msmX, msmK, malK, sugC, ggtA, msiK | multiple sugar transport system ATP-binding protein"
K10117,msmE | raffinose/stachyose/melibiose transport system substrate-binding protein
K10118,msmF | raffinose/stachyose/melibiose transport system permease protein
K10119,msmG | raffinose/stachyose/melibiose transport system permease protein
K10120,"K10120, msmE | fructooligosaccharide transport system substrate-binding protein"
K10121,"K10121, msmF | fructooligosaccharide transport system permease protein"
K10122,"K10122, msmG | fructooligosaccharide transport system permease protein"
K10124,bglH | carbohydrate-specific outer membrane porin
K10125,"dctB | two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB"
K10126,"dctD | two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD"
K10151,CCND2 | G1/S-specific cyclin-D2
K10152,CCND3 | G1/S-specific cyclin-D3
K10165,"NOD2, CARD15 | nucleotide-binding oligomerization domain-containing protein 2"
K10175,TBX1 | T-box protein 1
K10188,"lacE, araN | lactose/L-arabinose transport system substrate-binding protein"
K10189,"lacF, araP | lactose/L-arabinose transport system permease protein"
K10190,"lacG, araQ | lactose/L-arabinose transport system permease protein"
K10191,lacK | lactose/L-arabinose transport system ATP-binding protein
K10192,togB | oligogalacturonide transport system substrate-binding protein
K10193,togM | oligogalacturonide transport system permease protein
K10194,togN | oligogalacturonide transport system permease protein
K10200,ABC.NGC.S | N-acetylglucosamine transport system substrate-binding protein
K10201,ABC.NGC.P | N-acetylglucosamine transport system permease protein
K10202,ABC.NGC.P1 | N-acetylglucosamine transport system permease protein
K10203,ELOVL6 | elongation of very long chain fatty acids protein 6
K10206,E2.6.1.83 | LL-diaminopimelate aminotransferase
K10208,"crtM | 4,4'-diapophytoene synthase"
K10209,"crtN | 4,4'-diapophytoene desaturase"
K10210,crtP | diapolycopene oxygenase
K10211,"crtQ | 4,4'-diaponeurosporenoate glycosyltransferase"
K10212,"K10212, crtO | glycosyl-4,4'-diaponeurosporenoate acyltransferase"
K10213,rihB | ribosylpyrimidine nucleosidase
K10216,"dmpD, xylF | 2-hydroxymuconate-semialdehyde hydrolase"
K10217,"dmpC, xylG, praB | aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]"
K10218,"ligK, galC | 4-hydroxy-4-methyl-2-oxoglutarate aldolase"
K10219,ligC | 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase
K10220,ligJ | 4-oxalmesaconate hydratase
K10221,"ligI | 2-pyrone-4,6-dicarboxylate lactonase"
K10227,"smoE, mtlE | sorbitol/mannitol transport system substrate-binding protein"
K10228,"smoF, mtlF | sorbitol/mannitol transport system permease protein"
K10229,"smoG, mtlG | sorbitol/mannitol transport system permease protein"
K10231,kojP | kojibiose phosphorylase
K10232,"aglE, ggtB | alpha-glucoside transport system substrate-binding protein"
K10233,"aglF, ggtC | alpha-glucoside transport system permease protein"
K10234,"aglG, ggtD | alpha-glucoside transport system permease protein"
K10235,aglK | alpha-glucoside transport system ATP-binding protein
K10236,thuE | trehalose/maltose transport system substrate-binding protein
K10237,"thuF, sugA | trehalose/maltose transport system permease protein"
K10238,"thuG, sugB | trehalose/maltose transport system permease protein"
K10240,cebE | cellobiose transport system substrate-binding protein
K10241,cebF | cellobiose transport system permease protein
K10242,cebG | cellobiose transport system permease protein
K10254,"ohyA, sph | oleate hydratase"
K10255,"FAD6, desA | acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]"
K10266,FBXW10 | F-box and WD-40 domain protein 10
K10280,FBXL14 | F-box and leucine-rich repeat protein 14
K10284,FBXL18 | F-box and leucine-rich repeat protein 18
K10302,FBXO22 | F-box protein 22
K10312,FBXO36 | F-box protein 36
K10319,FBXO45 | F-box protein 45
K10321,FBXO47 | F-box protein 47
K10336,ASB14 | ankyrin repeat and SOCS box protein 14
K10339,ASB17 | ankyrin repeat and SOCS box protein 17
K10343,"SPSB1_4, SSB1, SSB4 | SPRY domain-containing SOCS box protein 1/4"
K10352,MYH | myosin heavy chain
K10353,"E2.7.1.76, dak | deoxyadenosine kinase"
K10356,MYO1 | myosin I
K10357,MYO5 | myosin V
K10360,MYO9 | myosin IX
K10361,MYO15 | myosin XV
K10367,FMN1 | formin 1
K10376,DMN | desmuslin
K10388,PLEC | plectin
K10389,TUBG | tubulin gamma
K10395,KIF4_21_27 | kinesin family member 4/21/27
K10397,KIF6_9 | kinesin family member 6/9
K10401,KIF18_19 | kinesin family member 18/19
K10404,KIF26 | kinesin family member 26
K10408,"DNAH | dynein heavy chain, axonemal"
K10413,"DYNC1H | dynein heavy chain 1, cytosolic"
K10414,"DYNC2H, DNCH2 | dynein heavy chain 2, cytosolic"
K10416,"DYNC1LI, DNCLI | dynein light intermediate chain 1, cytosolic"
K10417,"DYNC2LI | dynein light intermediate chain 2, cytosolic"
K10418,DYNLL | dynein light chain LC8-type
K10422,"CLIP2, CYLN2 | CAP-Gly domain-containing linker protein 2"
K10439,rbsB | ribose transport system substrate-binding protein
K10440,rbsC | ribose transport system permease protein
K10441,rbsA | ribose transport system ATP-binding protein
K10448,KLHL10 | kelch-like protein 10
K10449,KLHL11 | kelch-like protein 11
K10469,KLHL34 | kelch-like protein 34
K10474,KBTBD6_7 | kelch repeat and BTB domain-containing protein 6/7
K10478,BTBD3_6 | BTB/POZ domain-containing protein 3/6
K10480,BTBD8 | BTB/POZ domain-containing protein 8
K10481,BTBD9 | BTB/POZ domain-containing protein 9
K10485,"BTBD13, GMCL1, GCL | BTB/POZ domain-containing protein 13 (germ cell-less protein-like 1)"
K10486,BTBD14 | BTB/POZ domain-containing protein 14
K10492,ZBTB5 | zinc finger and BTB domain-containing protein 5
K10504,ZBTB25 | zinc finger and BTB domain-containing protein 25
K10517,"ZBTB46, BTBD4 | zinc finger and BTB domain-containing protein 46"
K10530,lctO | lactate oxidase
K10531,"pvdA, SIDA | L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]"
K10536,aguA | agmatine deiminase
K10537,araF | L-arabinose transport system substrate-binding protein
K10538,araH | L-arabinose transport system permease protein
K10539,araG | L-arabinose transport system ATP-binding protein
K10540,mglB | methyl-galactoside transport system substrate-binding protein
K10541,mglC | methyl-galactoside transport system permease protein
K10542,mglA | methyl-galactoside transport system ATP-binding protein
K10543,xylF | D-xylose transport system substrate-binding protein
K10544,xylH | D-xylose transport system permease protein
K10545,xylG | D-xylose transport system ATP-binding protein
K10546,"ABC.GGU.S, chvE | putative multiple sugar transport system substrate-binding protein"
K10547,"ABC.GGU.P, gguB | putative multiple sugar transport system permease protein"
K10548,"ABC.GGU.A, gguA | putative multiple sugar transport system ATP-binding protein"
K10549,alsB | D-allose transport system substrate-binding protein
K10550,alsC | D-allose transport system permease protein
K10551,alsA | D-allose transport system ATP-binding protein
K10552,frcB | fructose transport system substrate-binding protein
K10553,frcC | fructose transport system permease protein
K10554,frcA | fructose transport system ATP-binding protein
K10555,lsrB | AI-2 transport system substrate-binding protein
K10556,lsrC | AI-2 transport system permease protein
K10557,lsrD | AI-2 transport system permease protein
K10558,"lsrA, ego | AI-2 transport system ATP-binding protein"
K10559,rhaS | rhamnose transport system substrate-binding protein
K10560,rhaP | rhamnose transport system permease protein
K10561,rhaQ | rhamnose transport system permease protein
K10562,rhaT | rhamnose transport system ATP-binding protein
K10563,"mutM, fpg | formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]"
K10586,"BIRC6, BRUCE | baculoviral IAP repeat-containing protein 6 (apollon)"
K10590,TRIP12 | E3 ubiquitin-protein ligase TRIP12
K10595,HERC2 | E3 ubiquitin-protein ligase HERC2
K10615,HERC4 | E3 ubiquitin-protein ligase HERC4
K10621,"cmtC, dhbA | 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]"
K10622,"cmtD, dhbB | HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase"
K10632,BRAP | BRCA1-associated protein
K10647,"TRIM1, MID2 | midline 2"
K10670,grdA | glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]
K10671,grdE | glycine reductase complex component B subunit alpha and beta
K10672,grdB | glycine reductase complex component B subunit gamma
K10673,"strA | streptomycin 3""-kinase"
K10674,ectD | ectoine hydroxylase
K10676,"tfdB | 2,4-dichlorophenol 6-monooxygenase"
K10678,nfsA | nitroreductase
K10679,"nfnB, nfsB | nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]"
K10680,nemA | N-ethylmaleimide reductase
K10685,"UBLE1B, SAE2, UBA2 | ubiquitin-like 1-activating enzyme E1 B"
K10691,"UBR4, ZUBR1 | E3 ubiquitin-protein ligase UBR4"
K10708,frlB | fructoselysine 6-phosphate deglycase
K10709,frlC | protein FrlC
K10710,frlD | fructoselysine 6-kinase
K10711,"frlR | GntR family transcriptional regulator, frlABCD operon transcriptional regulator"
K10713,"fae | 5,6,7,8-tetrahydromethanopterin hydro-lyase"
K10715,"rpfC | two-component system, sensor histidine kinase RpfC"
K10716,"kch, trkA, mthK, pch | voltage-gated potassium channel"
K10725,cdc6A | archaeal cell division control protein 6
K10726,"mcm, cdc21 | replicative DNA helicase Mcm"
K10736,MCM10 | minichromosome maintenance protein 10
K10742,DNA2 | DNA replication ATP-dependent helicase Dna2
K10747,LIG1 | DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]
K10751,CHAF1B | chromatin assembly factor 1 subunit B
K10755,RFC2_4 | replication factor C subunit 2/4
K10763,hda | DnaA-homolog protein
K10764,metZ | O-succinylhomoserine sulfhydrylase
K10773,NTH | endonuclease III
K10778,"ada | AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase"
K10780,fabL | enoyl-[acyl-carrier protein] reductase III
K10793,prdA | D-proline reductase (dithiol) PrdA
K10794,prdB | D-proline reductase (dithiol) PrdB
K10795,prdD | D-proline reductase (dithiol)-stabilizing protein PrdD
K10796,prdE | D-proline reductase (dithiol)-stabilizing protein PrdE
K10797,enr | 2-enoate reductase
K10798,PARP | poly [ADP-ribose] polymerase
K10800,SMUG1 | single-strand selective monofunctional uracil DNA glycosylase
K10804,tesA | acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
K10805,tesB | acyl-CoA thioesterase II
K10806,yciA | acyl-CoA thioesterase YciA
K10807,RRM1 | ribonucleoside-diphosphate reductase subunit M1
K10810,tenI | thiazole tautomerase (transcriptional regulator TenI)
K10819,E2.7.13.3 | histidine kinase
K10823,oppF | oligopeptide transport system ATP-binding protein
K10824,nikE | nickel transport system ATP-binding protein
K10830,"psaB, scaC | manganese/zinc transport system ATP-binding protein"
K10831,tauB | taurine transport system ATP-binding protein
K10843,"ERCC3, XPB | DNA excision repair protein ERCC-3"
K10844,"ERCC2, XPD | DNA excision repair protein ERCC-2"
K10850,"narT | MFS transporter, NNP family, putative nitrate transporter"
K10851,nreA | nitrogen regulatory protein A
K10854,"acxB | acetone carboxylase, alpha subunit"
K10855,"acxA | acetone carboxylase, beta subunit"
K10856,"acxC | acetone carboxylase, gamma subunit"
K10857,exoX | exodeoxyribonuclease X
K10858,PMS2 | DNA mismatch repair protein PMS2
K10867,"NBN, NBS1 | nibrin"
K10876,RAD54L2 | RAD54-like protein 2
K10877,RAD54B | DNA repair and recombination protein RAD54B
K10896,FANCM | fanconi anemia group M protein
K10906,recE | exodeoxyribonuclease VIII
K10907,K10907 | aminotransferase
K10908,"POLRMT, RPO41 | DNA-directed RNA polymerase, mitochondrial"
K10912,"luxO | two-component system, repressor protein LuxO"
K10914,"crp | CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
K10938,acfC | accessory colonization factor AcfC
K10941,"fleQ, flrA | sigma-54 dependent transcriptional regulator, flagellar regulatory protein"
K10942,"flrB, fleS | two-component system, sensor histidine kinase FlrB"
K10943,"flrC, fleR | two-component system, response regulator FlrC"
K10947,"padR | PadR family transcriptional regulator, regulatory protein PadR"
K10949,KDELR | ER lumen protein retaining receptor
K10954,zot | zona occludens toxin
K10955,MUC2 | mucin-2
K10960,"chlP, bchP | geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase [EC:1.3.1.83 1.3.1.111]"
K10974,codB | cytosine permease
K10975,allP | allantoin permease
K10977,aksA | methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]
K10978,aksF | methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]
K10979,ku | DNA end-binding protein Ku
K10984,"PTS-Gam-EIIB, agaB | PTS system, galactosamine-specific IIB component"
K10985,"PTS-Gam-EIIC, agaC | PTS system, galactosamine-specific IIC component"
K10986,"PTS-Gam-EIID, agaD | PTS system, galactosamine-specific IID component"
K11003,"hlyD, cyaD | hemolysin D"
K11004,"hlyB, cyaB | ATP-binding cassette, subfamily B, bacterial HlyB/CyaB"
K11005,hlyA | hemolysin A
K11013,cdtA | cytolethal distending toxin subunit A
K11014,cdtB | cytolethal distending toxin subunit B
K11015,cdtC | cytolethal distending toxin subunit C
K11016,"shlA, hhdA, hpmA | hemolysin"
K11017,"shlB, hhdB, hpmB | hemolysin activation/secretion protein"
K11031,slo | thiol-activated cytolysin
K11041,eta | exfoliative toxin A/B
K11045,cfa | cAMP factor
K11048,cylD | CylD protein
K11049,cylG | CylG protein
K11050,"ABC-2.CYL.A, cylA | multidrug/hemolysin transport system ATP-binding protein"
K11051,"ABC-2.CYL.P, cylB | multidrug/hemolysin transport system permease protein"
K11052,cylE | CylE protein
K11053,cylF | CylF protein
K11054,cylI | CylI protein
K11065,"tpx | thiol peroxidase, atypical 2-Cys peroxiredoxin"
K11066,"E3.5.1.28D, amiD | N-acetylmuramoyl-L-alanine amidase"
K11068,hlyIII | hemolysin III
K11069,potD | spermidine/putrescine transport system substrate-binding protein
K11070,potC | spermidine/putrescine transport system permease protein
K11071,potB | spermidine/putrescine transport system permease protein
K11072,potA | spermidine/putrescine transport system ATP-binding protein
K11073,potF | putrescine transport system substrate-binding protein
K11074,potI | putrescine transport system permease protein
K11075,potH | putrescine transport system permease protein
K11076,potG | putrescine transport system ATP-binding protein
K11085,"msbA | ATP-binding cassette, subfamily B, bacterial MsbA"
K11089,"TROVE2, SSA2 | 60 kDa SS-A/Ro ribonucleoprotein"
K11101,PTCH2 | patched 2
K11102,"gltP, gltT | proton glutamate symport protein"
K11103,dctA | aerobic C4-dicarboxylate transport protein
K11104,melB | melibiose permease
K11105,"cvrA, nhaP2 | cell volume regulation protein A"
K11106,ttdT | L-tartrate/succinate antiporter
K11107,yfaE | ferredoxin
K11124,"SMG6, EST1A | protein SMG6"
K11130,"NOP10, NOLA3 | H/ACA ribonucleoprotein complex subunit 3"
K11131,"DKC1, NOLA4, CBF5 | H/ACA ribonucleoprotein complex subunit 4"
K11136,RTEL1 | regulator of telomere elongation helicase 1
K11144,dnaI | primosomal protein DnaI
K11145,K11145 | ribonuclease III family protein
K11151,RDH10 | retinol dehydrogenase 10
K11159,K11159 | carotenoid cleavage dioxygenase
K11160,DGAT2 | diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]
K11166,DHRS7B | dehydrogenase/reductase SDR family member 7B
K11175,purN | phosphoribosylglycinamide formyltransferase 1
K11176,purO | IMP cyclohydrolase
K11177,yagR | xanthine dehydrogenase YagR molybdenum-binding subunit
K11178,yagS | xanthine dehydrogenase YagS FAD-binding subunit
K11179,"tusE, dsrC | tRNA 2-thiouridine synthesizing protein E"
K11180,dsrA | dissimilatory sulfite reductase alpha subunit
K11181,dsrB | dissimilatory sulfite reductase beta subunit
K11184,"chr, crh | catabolite repression HPr-like protein"
K11189,PTS-HPR | phosphocarrier protein
K11191,"PTS-Mur-EIIB, murP | PTS system, N-acetylmuramic acid-specific IIB component"
K11202,"PTS-Fru2-EIIB | PTS system, fructose-specific IIB-like component"
K11203,"PTS-Fru2-EIIC | PTS system, fructose-specific IIC-like component"
K11208,yncG | GST-like protein
K11209,"yghU, yfcG | GSH-dependent disulfide-bond oxidoreductase"
K11210,fosB | metallothiol transferase
K11211,kdkA | 3-deoxy-D-manno-octulosonic acid kinase
K11212,cofD | LPPG:FO 2-phospho-L-lactate transferase
K11216,lsrK | autoinducer-2 kinase
K11217,JAK1 | Janus kinase 1
K11238,BNI1 | cytokinesis protein
K11249,eamB | cysteine/O-acetylserine efflux protein
K11250,leuE | leucine efflux protein
K11251,H2A | histone H2A
K11252,H2B | histone H2B
K11253,H3 | histone H3
K11254,H4 | histone H4
K11258,ilvM | acetolactate synthase II small subunit
K11260,fwdG | 4Fe-4S ferredoxin
K11261,"fwdE, fmdE | formylmethanofuran dehydrogenase subunit E"
K11262,ACACA | acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14]
K11263,"bccA | acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"
K11264,"scpB, mmcD | methylmalonyl-CoA decarboxylase"
K11266,MAU2 | MAternally affected uncoordination
K11288,TSPYL5 | TSPY-like 5
K11292,"SUPT6H, SPT6 | transcription elongation factor SPT6"
K11294,"NCL, NSR1 | nucleolin"
K11305,"MYST3, KAT6A | histone acetyltransferase MYST3"
K11312,K11312 | cupin 2 domain-containing protein
K11324,"DMAP1, SWC4, EAF2 | DNA methyltransferase 1-associated protein 1"
K11329,"rpaB | two-component system, OmpR family, response regulator RpaB"
K11349,"BRD1, BRPF2 | bromodomain-containing protein 1"
K11350,BRPF3 | bromodomain and PHD finger-containing protein 3
K11357,"divJ | two-component system, cell cycle sensor histidine kinase DivJ"
K11358,yhdR | aspartate aminotransferase
K11381,bkdA | 2-oxoisovalerate dehydrogenase E1 component
K11382,"pgtP | MFS transporter, OPA family, phosphoglycerate transporter protein"
K11383,"kinB | two-component system, NtrC family, sensor histidine kinase KinB"
K11384,"algB | two-component system, NtrC family, response regulator AlgB"
K11387,embC | arabinosyltransferase C
K11392,rsmF | 16S rRNA (cytosine1407-C5)-methyltransferase
K11420,EHMT | euchromatic histone-lysine N-methyltransferase
K11432,"PRDM2, RIZ | histone-lysine N-methyltransferase PRDM2"
K11436,PRMT3 | type I protein arginine methyltransferase
K11438,PRMT7 | type III protein arginine methyltransferase
K11442,K11442 | putative uridylyltransferase
K11443,"divK | two-component system, cell cycle response regulator DivK"
K11444,"wspR | two-component system, chemotaxis family, response regulator WspR"
K11468,YAF2 | YY1-associated factor 2
K11472,glcE | glycolate oxidase FAD binding subunit
K11473,glcF | glycolate oxidase iron-sulfur subunit
K11474,"glcC | GntR family transcriptional regulator, glc operon transcriptional activator"
K11475,"vanR | GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"
K11476,"K11476, gntR | GntR family transcriptional regulator, gluconate operon transcriptional repressor"
K11477,glcG | glc operon protein GlcG
K11480,AURKC | aurora kinase C
K11491,NCAPD3 | condensin-2 complex subunit D3
K11496,CENPB | centromere protein B
K11502,CENPJ | centromere protein J
K11506,CENPN | centromere protein N
K11514,CDCA8 | Borealin
K11527,"K11527 | two-component system, sensor histidine kinase and response regulator"
K11529,"gck, gckA, GLYCTK | glycerate 2-kinase"
K11530,"lsrG | (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"
K11531,lsrR | lsr operon transcriptional repressor
K11532,"glpX-SEBP | fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
K11533,"fas | fatty acid synthase, bacteria type"
K11534,"deoR | DeoR family transcriptional regulator, deoxyribose operon repressor"
K11535,nupC | nucleoside transport protein
K11536,SLC28A | pyrimidine nucleoside transport protein
K11537,"xapB | MFS transporter, NHS family, xanthosine permease"
K11540,CAD | carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3]
K11542,"CASC5, KNL1 | protein CASC5"
K11543,MIS12 | kinetochore-associated protein MIS12
K11547,"NDC80, HEC1, TID3 | kinetochore protein NDC80"
K11549,"SPBC24, SPC24 | kinetochore protein Spc24, animal type"
K11577,"KNTC1, ROD | kinetochore-associated protein 1"
K11578,"ZW10, DSL1 | protein transport protein DSL1/ZW10"
K11583,PPP2R3 | serine/threonine-protein phosphatase 2A regulatory subunit B''
K11593,"ELF2C, AGO | eukaryotic translation initiation factor 2C"
K11600,"RRP41, EXOSC4, SKI6 | exosome complex component RRP41"
K11601,mntC | manganese transport system substrate-binding protein
K11602,mntB | manganese transport system permease protein
K11603,mntA | manganese transport system ATP-binding protein
K11604,sitA | manganese/iron transport system substrate-binding protein
K11605,sitC | manganese/iron transport system permease protein
K11606,sitD | manganese/iron transport system permease protein
K11607,sitB | manganese/iron transport system ATP-binding protein
K11614,"yufL, malK | two-component system, CitB family, sensor histidine kinase MalK"
K11615,"malR | two-component system, CitB family, response regulator MalR"
K11617,"liaS | two-component system, NarL family, sensor histidine kinase LiaS"
K11618,"liaR | two-component system, NarL family, response regulator LiaR"
K11622,liaF | lia operon protein LiaF
K11626,glnT | putative sodium/glutamine symporter
K11627,pylS | pyrrolysyl-tRNA synthetase
K11629,"bceS | two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS"
K11630,"bceR | two-component system, OmpR family, bacitracin resistance response regulator BceR"
K11631,"bceA, vraD | bacitracin transport system ATP-binding protein"
K11632,"bceB, vraE | bacitracin transport system permease protein"
K11635,yxdL | putative ABC transport system ATP-binding protein
K11636,yxdM | putative ABC transport system permease protein
K11638,"K11638, citT | two-component system, CitB family, response regulator CitT"
K11645,"fbaB | fructose-bisphosphate aldolase, class I"
K11646,K11646 | 3-dehydroquinate synthase II
K11651,"SMARCE1 | SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E, member 1"
K11653,ARID1 | AT-rich interactive domain-containing protein 1
K11654,"SMARCA5, SNF2H, ISWI | SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5"
K11665,"INO80, INOC1 | DNA helicase INO80"
K11671,"NFRKB, INO80G | nuclear factor related to kappa-B-binding protein"
K11675,IES1 | Ino eighty subunit 1
K11688,dctP | C4-dicarboxylate-binding protein DctP
K11689,"dctQ | C4-dicarboxylate transporter, DctQ subunit"
K11690,"dctM | C4-dicarboxylate transporter, DctM subunit"
K11691,"K11691, dctS | two-component system, CitB family, sensor histidine kinase DctS"
K11692,"K11692, dctR | two-component system, CitB family, response regulator DctR"
K11693,"femX, fmhB | peptidoglycan pentaglycine glycine transferase (the first glycine)"
K11694,femA | peptidoglycan pentaglycine glycine transferase (the second and third glycine)
K11695,femB | peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine)
K11704,mtsA | iron/zinc/manganese/copper transport system substrate-binding protein
K11705,mtsC | iron/zinc/manganese/copper transport system permease protein
K11706,mtsB | iron/zinc/manganese/copper transport system ATP-binding protein
K11707,"troA, mntA, znuA | manganese/zinc/iron transport system substrate-binding protein"
K11708,"troC, mntC, znuB | manganese/zinc/iron transport system permease protein"
K11709,"troD, mntD, znuB | manganese/zinc/iron transport system permease protein"
K11710,"troB, mntB, znuC | manganese/zinc/iron transport system ATP- binding protein"
K11711,"dctS | two-component system, LuxR family, sensor histidine kinase DctS"
K11712,"dctR | two-component system, LuxR family, response regulator DctR"
K11717,sufS | cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
K11719,lptC | lipopolysaccharide export system protein LptC
K11720,lptG | lipopolysaccharide export system permease protein
K11724,BRDT | bromodomain testis-specific protein
K11728,"BPTF, E(bx) | nucleosome-remodeling factor subunit BPTF"
K11731,atuD | citronellyl-CoA dehydrogenase
K11733,lysP | lysine-specific permease
K11734,aroP | aromatic amino acid transport protein AroP
K11735,gabP | GABA permease
K11737,cycA | D-serine/D-alanine/glycine transporter
K11738,ansP | L-asparagine permease
K11740,nfrB | bacteriophage N4 adsorption protein B
K11741,sugE | quaternary ammonium compound-resistance protein SugE
K11742,mdtI | spermidine export protein MdtI
K11743,mdtJ | spermidine export protein MdtJ
K11744,tqsA | AI-2 transport protein TqsA
K11745,kefC | glutathione-regulated potassium-efflux system ancillary protein KefC
K11746,kefF | glutathione-regulated potassium-efflux system ancillary protein KefF
K11747,kefB | glutathione-regulated potassium-efflux system protein KefB
K11748,kefG | glutathione-regulated potassium-efflux system ancillary protein KefG
K11749,rseP | regulator of sigma E protease
K11751,ushA | 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]
K11752,ribD | diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
K11753,ribF | riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]
K11754,folC | dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
K11755,hisIE | phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
K11768,"ARP9, SWP59 | actin-related protein 9"
K11779,fbiC | FO synthase
K11780,cofG | FO synthase subunit 1
K11781,cofH | FO synthase subunit 2
K11782,mqnA | chorismate dehydratase
